sentence,correct_label,label
"Comunicado No. 0056 - AGENCIA AMBIENTAL PARA EL DESARROLLO SUSTENTABLE La  ambientalista que asegure un desarrollo sustentable a Tamaulipas no habrá de  descuidada en este año y al contrario, la administración ...",0,0
"“el esfuerzo de quienes controlan la gran industria por ampliar los canales por donde  la  excedente, tratando de encontrar mercados e inversiones exteriores para desprenderse de los artículos y del capital que no se pueden vender en el país... Primeramente en que sustituye a las tendencias de un solo imperio creciente, la teoría y la práctica de los imperios rivales guiados cada uno por las mismas aspiraciones a la expansión política y al provecho comercial; segundo en la preponderancia de los intereses financieros o relativos a las inversiones de capital sobre los intereses comerciales.”",1,1
El candidato del PRI y virtual  de las  de México del pasado domingo dijo en una entrevista exclusiva con BBC Mundo que considera que es el presidente elegido por la gran mayoría de mexicanos.,1,1
"Por lo demás, lamentable que salgan para acabar  consignas asesinas para gente que ejerce su  a la libertad religiosa.El Islam es como el pene...esta bien tenerlo pero que no te lo metan por la fuerza, crees que se atreverian esos mismos, te haria gracia?",0,0
La Conferencia afirma que la alimentación no debe utilizarse como instrumento de  .,1,1
", generosidad y honradez, en la forma descrita nos  al proyecto de vida , que nos guíe a que el aprendizaje es aprehenderse a sí mismo, que el conocimiento no sólo es posesionarse de lo que otros han hecho, si no que el conocimiento es lo que nosotros podemos producir para el bienestar material y espiritual, el aprendizaje es formar en la vida, para la vida, con la vida.",0,0
"Su permanencia permite extender el área de bosques bien conservados denominado por SERBO A.C. como única  la constituye la carretera  a San Bartolomé Zoogocho por lo que en términos de conservación de paisajes representa una oportunidad invaluable para el mantenimiento de grandes áreas boscosas que constituyen amplios corredores para la fauna (puma, tigrillo, venado) que requiere grandes superficies en comparación con otros animales.",0,0
eso de los testigos protegidos primero jennifer y ahora emiliano y despues doña chole.esto que esta haciendo el  para limpiarse de culpas y propiciar la entrada de solo Dios sabe quien  del narco.,0,0
El nombramiento de Panetta resultó sorpresivo debido a su perfil más acorde como uno de los más visibles e influyentes operadores políticos en los   del poder.,1,1
"Un reporte del Instituto de las Américas, dedicado a la investigación de políticas públicas de los países de América Latina y el Caribe, en el que hace recomendaciones para la implementación de una  de  en México, señala que es necesario desarrollar una estrategia nacional para la utilización de las tecnologías de la información en el quehacer gubernamental.",0,1
"Asimismo, el tribunal  como  de coerción visitar periódicamente la fiscalía de esa ciudad a los otros dos sobrevivientes del naufragio Franklin Almánzar y Álvaro Luis Almánzar, quienes forman parte de la organización.",0,0
"Y por supuesto, esperamos de la ciudadanía, que la ciudadanía participe votando, participe escuchando a los actores políticos, participe decidiendo conforme a las  de la .",1,1
Hace dos años Artur Mas encargó a Andreu Mas-Colell la tarea de enderezar unas finanzas deterioradas por la drástica  de  y una asfixiante deuda.,1,1
"Esta reflexión va más bien dirigida a tratar de desnudar un sistema inoperante, agotado, inflexible y engrosado año con año que sólo genera desigualdad entre unos y otros, creando ciudadanos de primera y de segunda clase que privilegia a unos y a otros no y sobre todo sistematiza la ineficiencia y la parálisis y fomenta el  desmedido e imparable de la .",1,1
"para desarrollar y  las diferentes etapas involucradas en los procesos de diseño y construcción, desde su concepción hasta la venta y realización de los proyectos.",0,0
"Prometió no quebrar la “neutralidad de red” pero, según publica ‘The Wall Street Journal’, negocia para crear una web propia que terminaría perjudicando a los consumidores y a todos los que crean y distribuyen contenidos Todos los intentos por reservar canales de tráfico exclusivos han fracasado La compañía ha publicado un desmentido en un blog oficial Google acaba de resucitar uno de los fantasmas más temidos por los internautas, después de la censura y de las sociedades de gestión de derechos de propiedad intelectual: la  de una red “para ”.",1,0
"Oh! que triste noticia, vaya que la maldad y el  corrompe los  y hace tropezar a los mas fuertes, demos $1500 mas de diesmo por su alma…",0,0
Ese es el  de nuestra : nadie confía en sus autoridades.,1,1
La  que  es de otro tipo.,1,1
"El Comité Permanente de Nominaciones  a la JSG, por cada vacante de Custodio Clase “B”, cuatro  por las Juntas de Directores de las Corporaciones de Servicio (dos por cada Junta).",0,0
"La superación de esta circunstancia que aún caracteriza la vida pública del país requiere, necesariamente, de una nueva ruta de  de los  y de la propia figura presidencial, a través de la democratización.",1,1
"Desde esta perspectiva, los pobres también cuentan como  y  si son para el PAN.",0,0
"Por un lado,  la  de los tenedores de títulos, lo cual aumenta la capacidad adquisitiva de las clases altas y medias; aumenta el consumo de bienes finales (especialmente suntuarios) y la demanda de viviendas pero, paradójicamente, deprime las ganancias productivas y, por consiguiente el gasto de la inversión.",1,1
"Muchos de ellos eligen el exilio interno o externo, para la conservación de una   en una época autoritaria y la posibilidad de una oposición al poder personalizado y autoritario.",1,1
"Vale decir que aunque los vehículos que conforman este “top ten” de Edmunds quizá no sean reverenciados por su apariencia u otras características que muchas   su compra y posterior salida de las agencias, sí lo son por su frugalidad, misma que entendemos como una cualidad fundamental en un mundo en el que el ahorro y el cuidado ecológico son cada vez más importantes.",0,0
"Crear una  de rendición de cuentas y contribuir a la transparencia en la gestión de los  mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales, estatales y municipales en estricto apego a derecho, asegurando que se ejerzan de manera eficiente en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
"Por Uno Noticias, http://.unonoticias.com/, Última actualización: 24/05/2012  de México, reflejada en niños de la calle",0,0
"Así, la  de los  que defienden la “autonomía” e independencia presupuestaria, confronta a legisladores que solicitan la revisión de pensiones de exfuncionarios.",0,0
"Esta forma de encarar el  de la  manifiesta una necesidad político-social, porque con ello han creado una nueva oferta de mano de obra barata que se ofrece indiscriminadamente al mercado internacional, particularmente a los Estados Unidos.",1,1
"no se trata de  la  ni pedir limosna, sino exigir justicia y pedir que las autoridades cumplan con su responsabilidad.",1,1
Sin trabajo Real democracia Obama y Kennedy Fin de la era Bush Familias distintas Nueva devaluación “ es el  de hacer imposible lo posible”.,0,1
"En este caso, en la forma  41 ""Aviso de Compensación"" debe anotar en la parte inferior, a máquina o de manera impresa, la siguiente leyenda: “Se presentó declaración de corrección de datos de compensación contra (IVA de Actos accidentales o IEPS Retenido, según se trate), en términos de la regla 2.2.7., con fecha (dd-mm-aaaa) y con número de  ___________”.",0,0
"Crear una cultura de rendición de cuentas y contribuir a la transparencia en la gestión de los recursos públicos mediante acciones de fiscalización superior, revisión y auditoría integral de las cuentas y actos relativos a la aplicación de los fondos federales, estatales y municipales en estricto apego a , asegurando que se ejerzan de manera  en los planes y programas para los que fueron autorizados; así como fincar y promover las responsabilidades que procedan; comprometidos con los principios de legalidad, imparcialidad, veracidad, honradez, reserva y respeto.",0,0
A los gobiernos les hace mucho  tener mucho .,0,0
"La  es así, por encima de cualquier deseo, un procedimiento, un proyecto y una .",0,0
"La diversión patológica y ocurrencias de quien aún ocupa las cabañas de Los Pinos, no puede terminar con ""borrón y cuenta nueva"" por quien, se presume, asumirá la inmoral presidencia legalizada por La Tremenda Corte, después de un proceso electoral profundamente irregular, en el que los principios elementales para el juego democrático fueron pulverizados por un IFE delincuencial en manos de un lacayo de Elba Esther Gordillo, El Chuky Luis Carlos Ugalde, quien demostró no sólo ser un pésimo aprendiz de mago, sino un mediocre  .",0,1
hay una corriente  e independiente desde el propio pesoe que dice que lo progresista es no matar es decir considerar prioritario el  a la vida del nasciturus.,0,0
"La pobreza es un crimen social en México: Moreira El presidente electo del  nacional, Humberto Moreira, dijo que el  vive una situación crítica debido a la pobreza.",0,0
"Presencia Ciudadana está promoviendo dos iniciativas para que en la coyuntura de las campañas a la Presidencia de la República y a la Jefatura del Gobierno del DF los grupos e individuos representantes de la sociedad civil (academia, organizaciones sociales, grupos de vecinos, etc.) tengamos una incidencia real en las  electorales, en los programas de gobierno y en las  de los dos niveles de gobierno.",0,0
